ifsc,bank_id,branch,address,city,district,state,bank_name
IDIB000P120,18,PEDAVEGI,PANCHAYAT ROAD PEDAVEGI (VIA) ELURU 534450,PEDAVEGI,WEST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000P121,18,PRAKASH NAGAR,"PLOT NO D4, 1 MAIN ROAD PRAKASH NAGAR RAJAHMUNDRY 533103",RAJAHMUNDRY,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000P122,18,POOLANGAL,MOHIDEEN ANDAVAR MASJID COMPOUND POOLANGAL VIRUDHNAGAR 626114,POOLANGAL,VIRUDHUNAGAR,TAMIL NADU,INDIAN BANK
IDIB000P124,18,PUDUPATTU,ANNA NAGAR PUDUPATTU VILLUPURAM 606402,PUDUPATTU,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000P127,18,PALLADAM,"73, PATEL ROAD PALLADAM COIMBATORE 641664",PALLADAM,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000P128,18,PAPANASAM,4/1 EAST STREET PAPANASAM 614205,PAPANASAM,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000P129,18,PARAMAKUDI,3/547 L1 MADURAI RAMESWARAM MAIN ROAD PARAMAKUDI 623707,PARAMAGUDI,RAMANATHAPURAM,TAMIL NADU,INDIAN BANK
IDIB000P130,18,PATCHUR,1/112 MAIN ROAD PATCHUR VELLORE 635854,PATCHUR,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000P131,18,PENNATHUR,"13, VELLORE AMIRDHI ROAD PENNATHUR VELLORE 632058",PENNATHUR,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000P132,18,JAWAHAR NAGAR,"46/A, 1ST MAIN ROAD JAWAHAR NAGAR  PERAMBUR  600082",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000P133,18,MARKET ROAD (POLLACHI),11 A MARKET ROAD POLLACHI COIMBATORE 642001,POLLACHI,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000P134,18,KAMARAJ SALAI,10 KAMARAJ SALAIPONDICHERRY605011605011,PONDICHERRY,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000P135,18,MELAKALKANDARKOTTAI,"109, KAMARAJ ROADMELAKALKONDAR KOTTAITRICHY620011",TIRUCHIRAPPALLI,TIRUCHIORAPPALLI,TAMIL NADU,INDIAN BANK
IDIB000P136,18,PORTONOVO,24 A/4 KEERAIKARA STREET PORTONOVO 608502,PORTONOVO,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000P137,18,RAJAGOPALAPURAM,"PLOT NO. 268, HOUSING UNITRAJAGOPALAPURAMPUDUKKOTTAI622003",PUDUKKOTTAI,PUDUKKOTTAI,TAMIL NADU,INDIAN BANK
IDIB000P138,18,PULIVALAM,TTP MAIN ROAD PULIVALAM THIRUVARUR 610109,PULIVALAM,TIRUVARUR,TAMIL NADU,INDIAN BANK
IDIB000P142,18,ATHAMALLIK,NAC BUILDING GANDHI CHHAK PO ATHAMALLIK ANGUL 759125,ATHMALLIK,ANGUL,ODISHA,INDIAN BANK
IDIB000P143,18,PURITIGADDA,1-45(VIA) CHALLAPALLI PURITIGADDA KRISHNA 521126,PURITIGADDA,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000P144,18,PEDATUMMIDI,6-152 (VIA) PEDAGONNURU PEDATUMMIDI BANTUMILLI MANDAL 521320,PEDATUMMIDI,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000P145,18,PONDA,UPPER BAZAAR PONDA NORTH GOA 403401,PONDA,NORTH GOA,GOA,INDIAN BANK
IDIB000P146,18,PALLAPATTI,SENGALVARAYANPETTAI STREET PALLAPATTI KARUR 639205,PALLAPATTI,KARUR,TAMIL NADU,INDIAN BANK
IDIB000P147,18,PERANAMBUT,"348, HIGH ROAD PERNAMBUT VELLORE 635810",PERNAMBUT,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000P148,18,POLUR,25 CHINTHATHIRIPET ST POLUR 606803,POLUR,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000P149,18,PIRAYIRI,7/341 KRISHNA ROAD JUNCTIONPIRAYIRI 678019,PIRAYIRI,PALAKKAD,KERALA,INDIAN BANK
JAKA0FLORAL,34,TRAL,MAIN TRAL,TRAL,PULWAMA,JAMMU AND KASHMIR,JAMMU AND KASHMIR BANK LIMITED
IDIB000P150,18,PREET NAGAR,"PREET NAGAR 959, JAGADHRI ROAD AMBALA CANTONMENT AMBALA",AMBALA,AMBALA,HARYANA,INDIAN BANK
IDIB000P151,18,PANCHKULA,ESTATE OFFICE  SECTOR 6 PANCHKULA 134109,PANCHKULA,PANCHKULA,HARYANA,INDIAN BANK
IDIB000P152,18,PONDICHERRY UNIVERSITY,R. VENKATRAMAN NAGARPONDICHERRY UTY. CAMPUS PONDICHERRY605014,PONDICHERRY,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000P153,18,PITAMPURA,"AGARWAL TARUN PLAZA DDA SHOPPING CENTRE TARUN PLAZA, PITAMPURA110034",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000P154,18,PERIANAICKENPALAYAM,"30,30/1, LMW ROAD PERIANAICKENPALAYAM COIMBATORE 641020",PERIYANAICKANPALAYAM,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000P155,18,PERUNDURAI,OLD BUS STAND ROAD PERUNDURAI  ERODE TAMIL NADU -638052,PERUNDURAI,ERODE,TAMIL NADU,INDIAN BANK
IDIB000P156,18,PREET VIHAR,C-47PREET VIHARMAIN  VIKAS MARG NEW DELHI  110092,DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000P157,18,PALI,"1, JALORI DARWAJA, MANDIA ROAD, PALI ┬û 306 401",PALI,PALI,RAJASTHAN,INDIAN BANK
IDIB000P158,18,PATHANKOT,"138, RAMLILA GROUND  DALHOUSIE ROAD PATHANKOT-145001",PATHANKOT,GURDASPUR,PUNJAB,INDIAN BANK
IDIB000P159,18,PIMPRI CHINCHWAD,8 B-C GROUND FLOOR HIRAMOTI FORTUNE CHINCHWAD PUNE 411019,PIMPRI CHINCHWAD,PUNE,MAHARASHTRA,INDIAN BANK
IDIB000P160,18,PADAPPAI,"9-10, BAZAAR STREET HAJEEYAR NAGAR PADAPPAI601301",PADAPPAI,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000P161,18,PERAMBALUR,22/47 SANJEEVARAYANKOIL STREET PERAMBALUR 621701,PERAMBALUR,PERAMBALUR,TAMIL NADU,INDIAN BANK
IDIB000P162,18,PUZHAL,"170, G N T ROAD, PUZHAL, CHENNAI 600066",RED HILLS,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000P163,18,PUNJABI BAGH,"53, WEST AVENUE ROAD, PUNJABI BAGH WEST NEW DELHI 110026",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000P164,18,PERUMBAKKAM,PERUMBAKKAM VILLUPURAM DIST 604304,PERUMBAKKAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000P165,18,PALLIKARANAI,ASAN MEMORIAL COLLEGE JALLADIANPET PALLIKARANAI CHENNAI 600100,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000P166,18,PILIBHIT,GANDHI STADIUM ROAD OPP. DR CHANDRA HOSPITAL PILIBHIT 262001,PILIBHIT,PILIBHIT,UTTAR PRADESH,INDIAN BANK
IDIB000P167,18,PERINTHALMANNA,XVVV/609/60 THARAYIL TRADE CENTRE PERINTHALMANNA MALAPPURAM DT 679322,PERINTALMANNA,MALAPURAM,KERALA,INDIAN BANK
IDIB000P168,18,PACR POLYTECHNIC COLLEGE,PACR AMMANIAMMAL HSS CAMPUS PACR SALAI RAJAPALAYAM KR NAGAR VIRUDHUNAGAR 623108,RAJAPALAIYAM,VIRUDHUNAGAR,TAMIL NADU,INDIAN BANK
IDIB000R028,18,RAJOURI GARDEN,NO. J-13/11PATEL MARKET  RAJOURI GARDEN 110027,DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000P169,18,PERUNGALATHUR,"16/24, SRINIVAS RAGHAVAN STREET, PERUNGALATHUR, CHENNAI - 600 063",PERUNGALATHUR,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000P170,18,PATIA,PLOT-516 MAGNETIC SQUARE PATIA 751024,BHUBANESWAR,KHURDA,ODISHA,INDIAN BANK
IDIB000P171,18,PRAGATI NAGAR,"PLOT NO.151,152 &153 GEV THULASI COMPLEX PRAGATHINAGAR OPP TO JNTU, KUKATPALLI  500090",KUKATPALLY,RANGAREDDY,ANDHRA PRADESH,INDIAN BANK
IDIB000P172,18,PERUMBAVOOR,NEHA TOWERS BOYS SCHOOL ROAD WEST OF GOVT. HOSPITAL PERUMBAVOOR 683542,PERUMBAVOOR,ERNAKULAM,KERALA,INDIAN BANK
IDIB000P173,18,PUMPWELL JUNCTION  MANGALORE,"NO.23/2, A-P, PADMASHREE COMPLEX, MANGALORE - BANGALORE NH ROAD, PUMPWELL CIRCLE, KANKANADY, MANGALORE - 575002.",MANGALORE,DAKSHIN KANNAD,KARNATAKA,INDIAN BANK
IDIB000P174,18,PITHAMPUR,"1, PATEL CHAMBER MHOW - NEEMUCH ROAD, MAIN ROAD, PITHAMPUR, MADHYA PRADESH 454775",PITHAMPUR,DHAR,MADHYA PRADESH,INDIAN BANK
IDIB000P175,18,PURNIA,"MAA TARA COMPLEX, I FLOOR NEAR JHANDA CHOWK, BHATTA BAZAAR, PURNIA, BIHAR 854301",PURNEA,PURNIA,BIHAR,INDIAN BANK
IDIB000P176,18,PERIAPATTINAM,"RS NO.70/1A8 DARGAH ROAD, PARIAPATTINAM, RAMANATHAPURAM DISTRICT 623523",RAMANATHAPURAM,RAMANATHAPURAM,TAMIL NADU,INDIAN BANK
IDIB000P177,18,PRATAPGARH,"47 A, CIVIL LINES, KATRA ROAD, NEAR C M O RESIDENCE, PRATAPGARH, UTTAR PRADESH - 230001",PRATAPGARH,PRATAPGARH,UTTAR PRADESH,INDIAN BANK
IDIB000P178,18,PARSUDIH,"AMY, A.M.Y PARSUDIH, TATANAGAR, EAST SINGHBHUM, JHARKHAND -831002",JAMSHEDPUR,PURBI SINGHBHUM,JHARKHAND,INDIAN BANK
IDIB000P179,18,PAHADISHERIFF,"PLOT NO. 46/C/47, SY. NO.156, WADI-E-HUDA, NEW BABA NAGAR, OPP. JAMIA DARL HUDA SCHOOL, PAHADISHAREEF ROAD, HYDERABAD, ANDHRA PRADESH 500005",HYDERABAD,HYDERABAD,ANDHRA PRADESH,INDIAN BANK
IDIB000P180,18,PAMMAL,"SANKARA VIDYALAYA SCHOOL CAMPUS, SANKARA NAGAR, PAMMAL, CHENNAI - 600075 KANCHEEPURAM DIST.",PAMMAL,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000P181,18,PADUKKAPATHU,6/5B  KEELA THERU  PADUKKAPATHU 628703,KULASEKARAPATTNAM,TOOTHUKUDI,TAMIL NADU,INDIAN BANK
IDIB000P182,18,PENDURTHI,DOOR NO.13-3  LAKSHMI NARASAYAMMA STREET  SUJATHA NAGAR  PENDURTHI 530051,PENDURTI,VISHAKHAPATNAM,ANDHRA PRADESH,INDIAN BANK
IDIB000P183,18,PADARAUNA,SHASTRI NAGAR  RAM KOLA ROAD  PADARAUNA 274304,PADRAUNA,KUSHI NAGAR,UTTAR PRADESH,INDIAN BANK
IDIB000P184,18,PANIHATI,"SONARTARI, BARASAT ROAD  DAKHINNAYAN (AMARABATI MORE)  P.O.SODEPUR 700110",PANIHATI,NORTH 24 PARGANAS,WEST BENGAL,INDIAN BANK
IDIB000P185,18,PATTAZHY VADAKKEKKARA,GOPALAPILLAI MEMORIAL BUILDING  KADUVATHODE JUNCTION  PATTAZHY VADAKKEKKARA  CHELIKKUZHY P O691556,KALLUMKADAVU,KOLLAM,KERALA,INDIAN BANK
IDIB000P186,18,PATTEESWARAM,1/225 THIRUSAKTHIMUTRAM  EAST STREET  PATTEESWARAM 612703,KUMBAKONAM,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000P187,18,PADAMPUR,ABHISEK BUILDING  BARGARH ROAD  PADAMPUR  RAJBORASAMBAR 768036,PADAMPUR,BARGARH,ODISHA,INDIAN BANK
IDIB000P188,18,PARADEEP,PLOT NO 485  BIJAYACHANDRAPUR  ATHARABANKI 754142,PARADEEP,JAGATSINGHPUR,ODISHA,INDIAN BANK
IDIB000P189,18,PHULBANI,JIRINGIPADA  PRAKRUTIBIHAR  MAIN ROAD  PHULBANI 762001,PHULABANI,PHULBANI,ODISHA,INDIAN BANK
IDIB000P190,18,PATAN,KE SHYAM AVENUE  OPP JANTA HOSPITAL  NEAR RAILWAY NALA  PATAN 384265,PATAN,PATAN,GUJARAT,INDIAN BANK
IDIB000P191,18,PALANPUR,"1/44/11  NEELAM SUPER MARKET  GATHAMAN GATE  GOBRI ROAD, PALANPUR 385001",PALANPUR,BANAS KANTHA,GUJARAT,INDIAN BANK
IDIB000P192,18,PKIET  KARAIKAL,PKIET CAMPUS  SERUMAVILANGAI  NEDUNGADU ROAD  NEDUNGADU 609603,NEDUNGADU,KARAIKAL,PUDUCHERRY,INDIAN BANK
IDIB000P193,18,PUZHUTHIVAKKAM,"NO.3, I FLOOR, GEMS MART COMPLEX,  MEDAVAKKAM MAIN ROAD,  PUZHUTHIVAKKAM,  CHENNAI 600091",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000P194,18,PATORI,SRI PANCHANAND SADAN  TRIVEDI PARMANAND PATH  PATORI 848504,PATORY,SAMASTIPUR,BIHAR,INDIAN BANK
IDIB000P195,18,PILER,2-1803  KADAPA CROSS ROAD  PILER 517214,PILER,CHITTOOR,ANDHRA PRADESH,INDIAN BANK
IDIB000P196,18,PHOOSGARH,OLD DURGA COLONYVPO PHOOSGARHPIN 132041,KARNAL,KARNAL,HARYANA,INDIAN BANK
IDIB000P197,18,PASCHIM VIHAR,12/407  SUNDAR VIHAR  PASCHIM VIHAR  DELHI 110087,DELHI,DELHI,DELHI,INDIAN BANK
IDIB000P198,18,PUNJABI BAGH EAST,"28,EAST AVENUE ROADEAST PUNJABHI BAGH 110026",DELHI,DELHI,DELHI,INDIAN BANK
IDIB000P199,18,PATTAMANGALAM,169WEST CAR STREETPATTAMANGALAM DISTRICT SIVAGANGAI TAMIL NADU-630204,SIVAGANGA,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000P200,18,PODANUR,R V ABODEPODANUR MAIN ROADPODANUR  COIMBATORE TAMIL NADU-641023,PODANUR,COIMBATORE,TAMIL NADU,INDIAN BANK
IDIB000P201,18,PALLUVAS,VIL-PALUWASHARIPURPALUWAS BHIWANI  HARYANA-127021,BHIWANI,BHIWANI,HARYANA,INDIAN BANK
IDIB000P202,18,POOJAPPURA,K.K.K TOWERS  CHENGALLOOR  POOJAPPURA 695012 THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,KERALA,INDIAN BANK
IDIB000P203,18,PUDUKADAI,GANAPATHI NAGAR PUDUKADAI SINGRIKOIL POST-605007 CIDDALORE DISTRICT,PONDICHERRY,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000P204,18,PHASE V MOHALI,"SCF, 63PHASE VMOHALI  S A S NAGAR,PUNJAB-160059",SAS NAGAR(MOHALI),RUPNAGAR,PUNJAB,INDIAN BANK
IDIB000P206,18,PARVATHIPURAM,SATYA JOTHI TOWERSPARVATHIPURAMTRIVANDRAM ROADKALIANKADU KANYAKUMARI TAMIL NADU- 629807,NAGERCOIL,KANYAKUMARI,TAMIL NADU,INDIAN BANK
IDIB000P207,18,PERUNAGAR,494 PERUMAL KOIL STREET PERU NAGAR UTHIRAMERUR POST NAD TALUK KANCHEEPURAM TAMIL NADU-606404,UTHIRAMERUR,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000P208,18,PALLIPALAYAM,109A K.S &SONS BUILDING  SANKAGIRI BYEPASS ROAD  PALLIPALAYAM NAMAKKALTAMIL NADU- 638006,PALLIPALAYAM,ERODE,TAMIL NADU,INDIAN BANK
IDIB000P209,18,PONNERI,NO 76  THAYUMAN CHETTY STREET  PONNERI THIRUVALLUR TAMIL NADU- 601204,PONNERI,THIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000P210,18,POOVALUR,"56 ARIYALUR TRICHY MAIN ROAD POOVALUR LALGUDI TALUK,TRICHY-621712",POOVALUR,TIRUCHIRAPALLI,TAMIL NADU,INDIAN BANK
IDIB000P212,18,PEDDAPURAM,"19-1-76, KABADI STREET,SOBHA THEATRE ROAD,PEDDAPURAM,EAST GODAVARI DIST. AP-533437",PEDDAPURAM,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000P213,18,PUNALUR,"28/121, VAZHAVILA MAIN ROAD, OPP. PETROL BUNK, PUNALUR, KOLLAM, KERALA",PUNALUR,KOLLAM,KERALA,INDIAN BANK
IDIB000P214,18,PALWAL,"B/5/A-2-4/A, OPPOSITE ROAD, PALWAL, PALWAL, HARYANA",PALWAL,FARIDABAD,HARYANA,INDIAN BANK
IDIB000P215,18,PERUMBAKKAM,"RAJASEKAR SARSWATHY ROAD,INDIRAPRIYADARSINI ROAD,PERUMBAKKAM,CHENNAI,TAMILNADU,PIN 600100",CHENNAI,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000P216,18,PATTUR,"SRIRAM COMPLEX, MAIN ROAD, AVINANGUDI, AVINANGUDI POST, TITTAGUDI TALUK, CUDDALORE DISTRICT,",PONDICHERRY,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000P217,18,PERANDAPALLI,"659/1A5, ATHIMUGAM ROAD, PERANDAPALLI, PERANDAPALLI, KRISHNGIRI, TAMIL NADU, PIN - 635109",KRISHNAGIRI,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000P218,18,PERAMBUR MARKET,"OLD NO.33,NEW NO.73,MADHAVARAM HIGH ROAD,PERAMBUR,CHENNAI,TAMIL NADU,PIN 600011",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000P219,18,PULLAVARAYAN KUDIKKADU,"PULLAVARAYANKUDIKADU,NIDAMANGALAM,THANJAVUR,TAMIL NADU,PIN 614 013",P KUDIKKADU,THIRUVARUR,TAMIL NADU,INDIAN BANK
IDIB000P220,18,PEELA MAHUA,"PEELA MAHUA, TAHSIL SHAHABAD, HARDOI DIST, UTTAR PRADESH, PIN - 241405",SHAHABAD,HARDOI,UTTAR PRADESH,INDIAN BANK
IDIB000P221,18,PERIYASEERAGAPADI,"5 BY 175 4,ANNA NAGAR,CHINNA SEERAGAPADI POST,SALEM DIST,TAMIL NADU,PIN 636308",PERYASEERAGPADI,SALEM,TAMIL NADU,INDIAN BANK
IDIB000P222,18,PERIYAKULAM,"48/1, MADURAI ROAD, VADAKARAI, PERIYAKULAM, THENI DIST, TAMIL NADU, PIN - 625601",PERIYAKULAM,THENI,TAMIL NADU,INDIAN BANK
IDIB000P223,18,PILKHUWA,"42,MILE STONE,NH 24,GARH DELHI ROAD,PLIKHUWA,GHAZIABAD DIST,UTTAR PRADESH,PIN 245304",PILKHUWA,GHAZIABAD,UTTAR PRADESH,INDIAN BANK
IDIB000P224,18,PARAVATTANI,"OPP: SKYLINE AXIS APARTMENT, MAIN ROAD, PARAVATTANI, OLLUKKARA (PO), THRISSUR DIST, KERALA, PIN - 680655",THRISSUR,THRISSUR,KERALA,INDIAN BANK
IDIB000P225,18,PANDALAM,"PLANTHOTTATHIL BUILDING,PATHANMATHITTA ROAD,THONNALLOOR,PANDALAM,KERALA,PIN 689501",PANDALAM,PATHANAMTHITTA,KERALA,INDIAN BANK
IDIB000P226,18,PHILLAUR,BUILDING NO 39 40 DANA MANDI PHILLAUR JALANDHAR PUNJAB,JALANDHAR,JALANDHAR,PUNJAB,INDIAN BANK
IDIB000P227,18,POKHARIGAON,GRAM PANCHAYAT BLDG POKHARIGAON BAGALSAHI CUTTACK ORISSA,CUTTACK,CUTTACK,ODISHA,INDIAN BANK
IDIB000P228,18,PUDUCHATRAM,"143/3B/2, MAIN ROAD, PUDUCHATRAM, NAMAKKAL DIST, TAMIL NADU, PIN - 637018",PUDUCHATRAM,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000P229,18,PALOLA,"PALOLA, VIKAS KHAND JOYA, THANA DEDAULI, AMROHA DIST, UP, PIN 244222",AMROHA,JYOTIBA PHULE NAGAR,UTTAR PRADESH,INDIAN BANK
IDIB000P230,18,PALARIVATTOM,"NO.32,2335B, V E ARCADE, PALARIVATTOM, KANAYANNOOR TALUK, COCHIN, ERNAKULAM DIST, KERALA, PIN 682025",KOCHI,ERNAKULAM,KERALA,INDIAN BANK
IDIB000P231,18,POORANANKUPPAM,"120 CUDDALORE MAIN ROAD, THAVALAKUPPAM, POORANAKUPPAM, ARIYANKUPPAM TALUK, PUDUCHERRY, PIN-605007",ARIYAMKUPPAM,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000P232,18,PRAHLADNAGAR,4 LANDMARK BESIDE TITANIUM CITY CENTRE MALL PRAHLAD NAGAR ROAD SATELLITE AHMEDABAD,AHMEDABAD,AHMEDABAD,GUJARAT,INDIAN BANK
IDIB000P233,18,PALASIA,"ADITHYA ENCLAVE, C-1,HIG,MAIN ROAD,AB ROAD, PALASIA, INDORE DIST, MP, PIN-452015",GAWLI PALASIA,INDORE,MADHYA PRADESH,INDIAN BANK
IDIB000P234,18,PEER MUSHALLA,"SHOP NO. 29, GROUND FLOOR, TRICITY PLAZA, PEER MUSHALLA, S.A.S NAGAR (MOHALI) DIST, PUNJAB, PIN-140603",ZIRAKPUR,PATIALA,PUNJAB,INDIAN BANK
IDIB000P235,18,PATAMATA,"NO 64-1-9 RAJESH NILAYAM, KRISHNAVENI SCHOOL ROAD, PATAMATA, VIJAYAWADA, ANDHRA PRADESH, PIN-520010",PATAMATA,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000P236,18,POOTTUTHAKKU,"1-98, BIG STREET, PILLAYAR KOIL STREET, POOTTUTHAKKU(VILLAGE), RATNAGIRI(POST), VELLORE DIST, TAMILNADU, PIN-632517",SATHUVANCHARY,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000P238,18,PEERZADIGUDA,"H.NO.9-64/1/A, MAIN ROAD, BODUPPAL, GHATKESAR MANDAL, RANGAREDDY DIST, TELANGANA, PIN-500092",GHATKESAR,RANGAREDDY,TELANGANA,INDIAN BANK
IDIB000P239,18,PUDUCHERRY KALAPET,"NO.43, ECR, PERIA KALAPET, PUDUCHERRY, PIN-605014",PERIA KALAPET,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000P241,18,PERUMUGAI,"PERUMUGAI VILLAGE PANCHAYAT-OLD OFFICE, ARCOT ROAD NORTH NH, NEAR PERUMUGAI BUS STOP, PERUMUGAI, VELLORE DIST, TAMILNADU, PIN-632009",SATHUVANCHARY,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000R001,18,RAICHUR,"P B NO 3601014/100, GUNJ ROAD RAICHUR584102",RAICHUR,RAICHUR,KARNATAKA,INDIAN BANK
IDIB000R002,18,RAJA STREET,"P B NO 139569, RAJA STREETCOIMBATORE641001",COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000R003,18,RAJA ANNAMALAIPURAM,NO. 68II MAIN ROADR A PURAMCHENNAI 600028,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000R004,18,RAJAMUNDRY,"P B NO 3736-2-2, SHYAMA LAMBA ROADRAJAHMUNDRY533101",RAJAHMUNDRY,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000R005,18,RAJAJI NAGAR,"83, 19TH MAIN ROAD  ARYA SEVA ASHRAM BLDG.1ST N BLOCK560010",BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000R006,18,RAJAPALAYAM,"RAJAPALAYAM825, TENKASI ROADRAJAPALAYAM626117",RAJAPALAIYAM,VIRUDHUNAGAR,TAMIL NADU,INDIAN BANK
IDIB000R007,18,RAJKOT,"TORAL SUBASH ROAD,  RAJKOT,  PIN 360001",RAJKOT,RAJKOT,GUJARAT,INDIAN BANK
IDIB000S033,18,SOUTHERN AVENUE,"111DR, NEGGBAD SAGA SARANI  SOUTHERN AVENUEKOLKATA700029",KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000R008,18,RAMASAMY RAJA NAGAR,482/4 MAIN ROAD RAMASAMY RAJA NAGAR VIRUDHUNAGAR 626204,VIRUDHUNAGAR,VIRUDHUNAGAR,TAMIL NADU,INDIAN BANK
IDIB000R009,18,RAMESWARAM,"3-A, WEST CAR STREET, RAMESWARAM, RAMANATHAPURAM  PIN 623526",RAMESWARAM,RAMANATHAPURAM,TAMIL NADU,INDIAN BANK
IDIB000R010,18,RANCHI,SAINIK BHAVAN MAIN ROAD RANCHI 834001,RANCHI,RANCHI,JHARKHAND,INDIAN BANK
IDIB000R011,18,R P BAGH,"D-1/1, RANA PRATAP BAGH DELHI110007110007",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000R012,18,RANEBENNUR,A P M C ROAD RANEBENNUR HAVERI 581115,RANEBENNUR,HAVERI,KARNATAKA,INDIAN BANK
IDIB000R013,18,RASIPALAYAM,61-6 NAMAKKAL MAIN ROAD RASIPALAYAM MOHANUR POST NAMAKKAL 637015,RASIPALAYAM,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000R014,18,RASIPURAM,75  SOUTH CUTCHERY STREET RASIPURAM NAMAKKAL DISTRICT 637408,RASIPURAM,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000R016,18,RED HILLS,168G N T ROAD RED HILLSCHENNAI600052,RED HILLS,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000R017,18,REPALLE,5-30-11 BANK STREET REPALLE 522265,REPALLE,GUNTUR,ANDHRA PRADESH,INDIAN BANK
IDIB000R018,18,RICHMOND CIRCLE,19LALBAGH ROADSHIVASHANKAR PLAZARICHMOND CIRCLEBANGALORE 560027,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000R019,18,ROHTAK,574/2 CIVIL LINES ROHTAK 124001,ROHTAK,ROHTAK,HARYANA,INDIAN BANK
IDIB000R020,18,ROYAKOTTAH,GEETHALAKSHMI COMPLEX 1/796 KRISHNAGIRI ROAD ROYAKOTTAH 635116,ROYAKOTTAH,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000R021,18,ROYAPETTAH,264 AVVAISHANMUGAM SALAI ROYAPETTAH CHENNAI 600014,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000R022,18,ROYAPURAM,"151, MANNARSAMY KOIL ST.ROYAPURAMCHENNAI600013",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000R023,18,R S PURAM,"P B NO.1050, 434, DEWAN BAHADUR ROAD, R S PURAM, COIMBATORE 641002, PH:",COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000R024,18,RUSSEL STREET,"5-B, RUSSELL STREET KOLKATAWEST BENGAL700071",KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000R025,18,ROORKEE,83/22 CIVIL LINES ROORKEE HARIDWAR 247667,ROORKEE,HARIDWAR,UTTARAKHAND,INDIAN BANK
