ifsc,bank_id,branch,address,city,district,state,bank_name
IDIB000R031,18,REDDIVARIPALLE,ROMPICHERLA ROAD REDDIVARIPALLE PULICHERLA MANDAL 517172,REDDIVARIPALLE,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000R032,18,RANIGUNJ,15 NSB ROAD RANIGUNJ BARDHAMAN DT 713347,RANIGANJ,BARDHAMAN,WEST BENGAL,INDIAN BANK
IDIB000R033,18,RABINDRA SARANI,"69/1, NIMTOLLAGHAT STREET, RABINDRA SARANI, KOLKATA, WEST BENGAL 700006",KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000R034,18,RANDALAMOODU,RANDALAMOODU THALAVOOR PO KOLLAM 691514,RANDLUMOOD,KOLLAM,KERALA,INDIAN BANK
IDIB000R035,18,RAMNAGAR,177SAROJINI STREET RAMNAGAR COIMBATORE641009,COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000R036,18,RANIPET INDUSTRIAL COMPLEX,C P 4-A  INDUSTRIAL COMPLEX RANIPETVELLORE632403,RANIPET,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000R037,18,RAMAPURAM,NO. 3/49 WANDIWASH -SOTHUPAKKAM RD RAMAPURAM KANCHEEPURAM 603205,RAMAPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000R038,18,RAMPAKKAM,11/34 MAZHUVENDHI AMMAN KOIL ST RAMPAKKAM VILLUPURAM 605105,RAMBAKKAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000R039,18,RENDAMPULIKADU,"51, MALLIPATTINAM ROAD RENDAMPULIKADU THANJAVUR 614723",RENDAMPULIKADU,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000R041,18,RAJADHANI,31B EAST STREET RAJADHANI ANDIPATTI (TALUK) THENI 625512,RAJADHANI,THENI,TAMIL NADU,INDIAN BANK
IDIB000R043,18,RADHAPURAM,202 PILLAIYAR KOIL STREET RADHAPURAM VILLUPURAM 605501,RADHAPURAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000R044,18,RASULPUR,RASULPUR BENICHAWK POST EAST MEDINIPUR 721442,RASULPUR,EAST MEDINIPUR,WEST BENGAL,INDIAN BANK
IDIB000R045,18,RANGAMATIGAON,RANGAMATIGAON BADULIPAR GOLAGHAT 785611,RANGAMATIGAON,GOLAGHAT,ASSAM,INDIAN BANK
IDIB000R047,18,PETERS ROAD,NEW.NO.171OLD.NO.98PETERS ROAD600086,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000R048,18,SIDDHAPUDUR,"395, SAROJINI NAIDU STREETSIDDHAPUDURCOIMBATORE641044",COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000R050,18,R M V EXTN.,13/530 NEW BEL ROAD UMA COMPLEXNEAR DEVASANDRA CIRCLE560094,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000R051,18,RAMANATHAPURAM,"76, SALAI STREETRAMANATHAPURAM TAMILNADU 623501",RAMANATHAPURAM,RAMANATHAPURAM,TAMIL NADU,INDIAN BANK
IDIB000R052,18,R K PET,2/229 PALLIPAT ROAD R K PET TIRUVALLUR 631303,RAMAKRISHNARAJUPET,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000R053,18,RAJAKILPAKKAM,"PLOT NO.40, RANGA COLONYRAJAKILPAKKAM  CHENNAI600073",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000R054,18,RATLAM,POWER HOUSE ROADNEAR SAILANA BUS STANDRATLAMMADHYA PRADESH457001,RATLAM,RATLAM,MADHYA PRADESH,INDIAN BANK
IDIB000R057,18,RAJENDRA NAGAR,"NATIONAL PUBLIC SCHOOL, SECTOR III, BLOCK 8,RAJENDER NAGAR, SAHIBABAD,GHAZIABAD 201005,",GHAZIABAD,GHAZIABAD,UTTAR PRADESH,INDIAN BANK
IDIB000R065,18,ROHINI,"PLOT 9, POCKET B SECTOR 15 ROHINI NEW DELHI 110085",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000R066,18,RAJARHAT,ATGHARA RAJARHAT ROAD KOLKATTA 700136,KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000R067,18,USHA NAGAR,"262,USHA NAGAR EXTN.PHOOTI KOTHI ROAD OPP. RANJEET HANUMAN MANDIR, INDORE",INDORE,INDORE,MADHYA PRADESH,INDIAN BANK
IDIB000R068,18,RAE BARELY,RUDRA PLAZA HOSPITAL ROAD RAE BARELY 229001,RAI BARELI,RAEBAREILI,UTTAR PRADESH,INDIAN BANK
IDIB000R069,18,RUDRAPUR,MODEL AWAS COLONY KASHIPUR ROAD RUDRAPUR UDHAMSINGHNAGAR UTTARAKHAND 263153,RUDRAPUR,UDHAMSINGH NAGAR,UTTARAKHAND,INDIAN BANK
IDIB000R070,18,RAMPUR,SHAUKAT ALI ROAD RAHE MURTAZA RAMPUR 244901,RAMPUR,RAMPUR,UTTAR PRADESH,INDIAN BANK
IDIB000R071,18,RAMAPURAM (CHENNAI),4/1 THIRUVALLUVAR SALAI RAMAPURAM CHENNAI 600089,RAMAPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000R072,18,RAIGARH,DHIMRAPUR CHOWK RAIGARH 496001,RAIGARH,RAIGARH,CHANDIGARH,INDIAN BANK
IDIB000R073,18,RATNAGIRI,NEEL DEEP COMPLEX ABOVE APNA BAZAAR  AROGYA MANDHIR  SHIVAJI NAGAR RATNAGIRI 415639,RATNAGIRI,RATNAGIRI,MAHARASHTRA,INDIAN BANK
IDIB000R074,18,RAMNAGAR CROSS ROAD,"H.NO.1-9-18/5,  RAMNAGAR MAIN ROAD HYDERABAD - 500 020",HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH,INDIAN BANK
IDIB000R075,18,RAJNANDAGAON,"RATANBHAWAN, JAISTMBH CHOWK,RAJNANDGAON,  CHHATISHGARH-491441.",RAJNANDGAON,RAJNANDGAON,CHANDIGARH,INDIAN BANK
IDIB000R076,18,REDDIYARPALAYAM,"NO 43 GROUND FLOOR,PONDY-VILLIANUR MAIN ROAD,REDDIYARPALAYAM,PVAZHAKARAN CHAVADY",PONDICHERRY,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000R077,18,REC CAMPUS  THENKADAPPANTHANGAL,"RANIPETTAI ENGINEERING COLLEGE CAMPUS,THENKADAPPANTHANGAL,WALAJAPETTAI TALUK,VELLORE DIST., PIN 632513",WALAJAPET,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000R078,18,REWA,PILI KOTHI ROAD  OPPOSITE SHILPI PLAZA B-BLOCK  REWA 486001,REWA,REWA,MADHYA PRADESH,INDIAN BANK
IDIB000R079,18,ROBERTSGANJ,CIVIL LINE ROAD  HARSH NAGAR  ROBERTSGANJ 231216,ROBERTSGANJ,SONBHADRA,UTTAR PRADESH,INDIAN BANK
IDIB000R083,18,RAMAKRISHNA MISSION ASHRAM,RAMKRISHNA MISSION COMPOUND  SEN RELEIGH ROAD  VIVEKANANDA SARANI 713304,ASANSOL,BARDDHAMAN,WEST BENGAL,INDIAN BANK
IDIB000R084,18,RAJAMPET,D NO2/164-D  CHITVEL ROAD  OLD BUS-STAND  RAJAMPET 516115,RAJAMPET,CUDDAPAH,ANDHRA PRADESH,INDIAN BANK
IDIB000R085,18,RAJAKULAM,CHENNAI -BANGALORE HIGH WAYRAJAKULAM  KANCHEEPURAM TAMIL NADU - 631561,KANCHIPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000R086,18,ROHINI SECTOR-8,C-9/119  SECTOR - 8 ROHINI DELHI-110084,DELHI,DELHI,DELHI,INDIAN BANK
IDIB000R087,18,ROHINI SECTOR- 24,PLOT NO 97  ROHINI SECTOR 24  POCKET NO 27  ROHINI SECTOR 7 DELHI - 110085,DELHI,DELHI,DELHI,INDIAN BANK
IDIB000R088,18,RAJNI KHAND,"F-3, WARD NO-1, RAEBAREILY ROAD, RAJNI KHAND SHARDA NAGAR, DILKUSHA",LUCKNOW,LUCKNOW,UTTAR PRADESH,INDIAN BANK
IDIB000R089,18,RAYAPALAYAM,"1, MAIN ROAD, RAYAPALAYAM, NASIANUR POST, ERODE, TAMIL NADU, PIN - 638107",NASIANUR,ERODE,TAMIL NADU,INDIAN BANK
IDIB000R090,18,RMRC,"N E REGION,BOKEL TINIALI,P.O.LAHOAL,DIST DIBRUGARH,ASSAM,PIN 786 010",BOKEL TINIALI,DIBRUGARH,ASSAM,INDIAN BANK
IDIB000R091,18,RAMAPURAM,"PARUTHIPALLI ROAD,RAMAPURAM POST,TIRUCHENGODU,NAMAKKAL,TAMIL NADU,PIN 637202",RAMAPURAM,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000R092,18,RAJALAKSHMI NAGAR,"NO 4,III RD MAIN ROAD,RAJALAKSHMINAGAR,VELACHERRY,CHENNAI,TAMIL NADU,PIN 600042",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000R093,18,RAMAVARAPPADU,48 18 3BY1BY1A NAGARJUNA NAGAR RAMAVARAPPADU VIJAYAWADA ANDHRA PRADESH,VIJAYAWADA,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000R094,18,RATANPURI,"RATANPURI VILLAGE, RATANPURI, MUZAFFAR NAGAR DISTRICT, UP, PIN-251201",KHATAULI,MUZAFFARNAGAR,UTTAR PRADESH,INDIAN BANK
IDIB000R095,18,RAHMAN NAGAR,"PLOT NO 10, MEDICAL COLLEGE ROAD, RAHMAN NAGAR, THANJAVUR, TAMIL NADU, PIN-613004",THANJAVUR,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000R096,18,REORHA,"VISHWAKARMA CHOW, REORHA, DARBHANGA DIST, BIHAR, PIN-847302",JALLEY,DARBHANGA,BIHAR,INDIAN BANK
IDIB000R097,18,RAJ NAGAR,"C69, 1ST FLOOR, RDC, RAJNAGAR, GHAZIABAD, UP, PIN - 201002",GHAZIABAD,GHAZIABAD,UTTAR PRADESH,INDIAN BANK
IDIB000R098,18,RAMANATTUKARA,"13-17, KURIYANGARA BUILDING, KOZHIKODE ROAD, NEAR IOC PETROL PUMP, RAMANATTUKARA, KOZHIKODE DISTRICT, KERALA, PIN - 673633",RAMANATTUKARA,KOZHIKODE,KERALA,INDIAN BANK
IDIB000R099,18,REWARI,"INDIAN BANK DSO 36 SHOPPING COMPLEX SECTOR 3, PART 1, DISTT - REWARI, HARYANA, PIN - 123401",REWARI,REWARI,HARYANA,INDIAN BANK
IDIB000R100,18,RAHATA,"RAHATA VILLAGE, MALIHABAD, LUCKNOW DIST, UP, PIN-226104",MALL,LUCKNOW,UTTAR PRADESH,INDIAN BANK
IDIB000R101,18,RISHIVANDIYAM,"5/63, GANDHI ROAD, RISHIVANDIYAM, VILLUPURAM DIST, TAMILNADU, PIN-606205",RISHIVANDIYAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000R102,18,RAMANA ASHRAM ROAD,"D NO 192, CHENGAM ROAD, TIRUVANNAMALAI, TAMILNADU, PIN-606601",TIRUVANNAMALAI,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000R104,18,RING ROAD,"NEAR RING ROAD CIRCLE, RING ROAD, DAVANGERE, KARNATAKA, PIN-577006",DAVANGERE,DAVANGERE,KARNATAKA,INDIAN BANK
IDIB000S001,18,SADASHIVPET,1025 BCD SADASHIVPETHOPP. SHIVAJI MANDIR411030,PUNE,PUNE,MAHARASHTRA,INDIAN BANK
IDIB000S002,18,S D ENCLAVE,"A B 20, SAFDARJANG ENCLAVENEW DELHIDELHI110029",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000S003,18,SAGAR,MUNCIPAL SHOPPING COMPLEX J C ROAD SAGAR SHIMOGA 577401,SAGAR,SHIMOGA,KARNATAKA,INDIAN BANK
IDIB000S004,18,SAIDAPET,NO 1  ABDUL RAZAK STSAIDAPET  600015,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000S005,18,SAKKARAMALLUR,1/51-A VANNARA STREET SAKKARAMALLUR VELLORE 632511,SAKKARAMALLUR,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000S006,18,SALEM FORT,"P B NO 1645, SANNATHI STREET FORT636001",SALEM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000S007,18,SALEM MAIN,"101-A, ARUNACHALAM STREET,SALEM 636001",SALEM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000S008,18,SANKARANKOIL,69 MAIN ROAD SANKARANKOIL TIRUNELVELI 627756,SANKARANKOIL,TIRUNELVELI,TAMIL NADU,INDIAN BANK
IDIB000S009,18,SANKARAPURAM,59/3B KALLAKURICHI MAIN ROAD SANKARAPURAM VILLUPURAM 606401,SANKARAPURAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000S010,18,SANTA CRUZ,"MANGAL ASHIRWAD,GROUND FLRS V ROAD SANTACRUZ ( WEST ) 400054",MUMBAI,GREATER MUMBAI,MAHARASHTRA,INDIAN BANK
IDIB000S011,18,SASTHAMKOTTA,LEETHASH BUILDING SASTHAMCOTTAH KOLLAM 690521,SASTHAMCOTTA,KOLLAM,KERALA,INDIAN BANK
IDIB000S012,18,SATHUVACHARY,"36, 3RD MAIN ROADPHASE ISATURVACHARY632009",SATHUVANCHARY,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000S013,18,SECUNDERABAD,"P B NO 1619201, KARAN CENTRESAROJINI DEVI RD 500 003",SECUNDERABAD CANTONMENT,HYDERABAD URBAN,ANDHRA PRADESH,INDIAN BANK
IDIB000S014,18,SESHADRIPURAM,NO.162 I MAIN ROADSESHADRIPURAM  560020,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000S015,18,SETHIATHOPE,12/5 MAIN ROAD SETHIATHOPE CUDDALORE 608702,SETHIATHOPE,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000S016,18,SHAMLI,HANUMAN TILLA ROAD SHAMLI MUZAFFARNAGAR 247776,SHAMLI,MUZAFFAR NAGAR,UTTAR PRADESH,INDIAN BANK
IDIB000S017,18,SHANTINIKETAN,DDA MARKETSHANTINIKETAN  DELHI110021,DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000S018,18,SHEVAPET,"P B NO 255589, FORT MAIN ROAD SHEVAPET  636002",SALEM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000S019,18,SHILLONG,G S ROAD BURRA BAZAARSHILLONG  793002,SHILLONG,EAST KHASI HILL,MEGHALAYA,INDIAN BANK
IDIB000S020,18,SHIMOGA,CSI COMPLEX TAKUL OFFICE CIRCLE BH ROAD SHIMOGA 577201,SHIMOGA,SHIMOGA,KARNATAKA,INDIAN BANK
IDIB000S021,18,SOLAPUR,11 NAVIPETH SOLAPUR 413007,SOLAPUR,SHOLAPUR,MAHARASHTRA,INDIAN BANK
IDIB000S022,18,SHOLINGHUR,3-A SUBBARAO STREET SHOLINGHUR VELLORE 631 102,SHOLINGHUR,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000S023,18,SHOOLAGIRI,MAIN ROAD SHOOLAGIRI KRISHNAGIRI 635117,SHOOLAGIRI,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000S024,18,SILIGURI,HILL CRAFT ROAD SILIGURI 734401,SILIGURI,DARJEELING,WEST BENGAL,INDIAN BANK
IDIB000S025,18,SHIMLA,"SIMLA17, THE MALLSHIMLA171001",SIMLA,SHIMLA,HIMACHAL PRADESH,INDIAN BANK
IDIB000S026,18,SINGAMPUNARI,4/1/12-A BIG BAZAAR STREET SINGAMPUNARI 630502,SINGAMPUNARI,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000S027,18,SINGAPERUMAL KOIL,1/45 G.S.T.ROADK.R.C.-'D' COMPLEX  SINGAPERUMAL KOIL603204,SINGAPERUMALOIL,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000S028,18,SION,"103, MARYLAND CORNER, SION (EAST),MUMBAI 400022",MUMBAI,GREATER MUMBAI,MAHARASHTRA,INDIAN BANK
IDIB000S029,18,SIRKALI,8 RAILWAY STATION ROAD SIRKALI NAGAPATTINAM 609110,SIRKALI,NAGAPATTINAM,TAMIL NADU,INDIAN BANK
IDIB000S030,18,SIVAGANGA,"124, MARKET ROADSIVAGANGAI630561",SIVAGANGA,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000S031,18,SONEPAT,12/578 A GEETA BHAWAN ROAD SONEPAT 131001,SONIPAT,SONIPAT,HARYANA,INDIAN BANK
IDIB000S032,18,SOTH EXTENSION (DELHI),"A7-SOUTH EXTENSION, PART -1, DEHLI. 110 049.",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000S034,18,SOWCARPET,"70, N S C BOSE ROAD,  SOWCARPET, CHENNAI 6000079 PH:",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000S036,18,SRIKALAHASTI,3/875 NAGARI STREET SRIKALAHASTI 517644,SRIKALAHASTI,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000S037,18,SRIRANGAM,"S.N. TOWERSNO.10, THIRUVALLUVAR STREETSRIRANGAM 620006",TIRUCHIRAPPALLI,TIRUCHIORAPPALLI,TAMIL NADU,INDIAN BANK
IDIB000S038,18,STERLING ROAD,NO 36STERLING ROAD  NUNGAMBAKKAM600034,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000S039,18,SURAT,"RING ROAD, BELGIUM TOWER, SURAT, GUJARAT PIN 395003 PH:",SURAT,SURAT,GUJARAT,INDIAN BANK
IDIB000S040,18,SARAT BOSE ROAD,"1, SARAT BOSE ROAD  KOLKATAWEST BENGAL700020",KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000S041,18,SANGLI,43/4HIGH SCHOOL ROAD VAKHAR BAGHSANGLIMAHARASHTRA 416416,SANGLI-MIRAJ-KUPWAD,SANGLI,MAHARASHTRA,INDIAN BANK
IDIB000S042,18,SIRSI,"CHANAPATAN BAZAR, SIRSI, UTTAR KANNAD DIST., PIN 581401",SIRSI,UTTARA KANNADA,KARNATAKA,INDIAN BANK
IDIB000S043,18,SERAMPORE,617 A G T ROAD SERAMPORE 712201,SERAMPORE,HOOGHLY,WEST BENGAL,INDIAN BANK
IDIB000S044,18,SAGAR  (M P),17  NAMAK MANDI  KATRA BAZAARSAGARMADHYA PRADESH470002,SAGAR,SAGAR,MADHYA PRADESH,INDIAN BANK
IDIB000S045,18,SAHARANPUR,SOPHIA MARKET  COURT ROADSAHARANPUR247001,SAHARANPUR,SAHARANPUR,UTTAR PRADESH,INDIAN BANK
IDIB000S046,18,SUNDARAPERUMALKOIL,"EAST MAIN STREET, SUNDARAPERUMAL KOIL, THANJAVUR DIST. PIN 614208",SUNDARAPERUMALKOIL,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000S047,18,SODAM,4/101 B MAIN ROAD SODAM 517123,SODAM,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000S048,18,SIBSAGAR,DOLMUKH ROADSIBSAGAR SIBSAGAR  785640,SIBSAGAR,SIBSAGAR,ASSAM,INDIAN BANK
IDIB000S049,18,SAMBALPUR,LAXMI TALKIES ROAD SAMBALPUR 768001,SAMBALPUR,SAMBALPUR,ODISHA,INDIAN BANK
IDIB000S050,18,SINDHANOOR,KUSTAGI ROAD NEAR APMC SINDHANOOR RAICHUR 584128,SINDHANOOR,RAICHUR,KARNATAKA,INDIAN BANK
IDIB000S051,18,SATARA,GANGASAR219PRATAPGANJ PETHSATARAMAHARASHTRA415002,SATARA,SATARA,MAHARASHTRA,INDIAN BANK
IDIB000S052,18,SRINAGAR COLONY,"127, SRINAGAR COLONY ROADHYDERABADHYDERABAD 500073",HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH,INDIAN BANK
IDIB000S053,18,SALAVAKKAM,BAZAAR STREET SALAVAKKAM 603107,SALAVAKKAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000S054,18,SHYAM BAZAAR,3  BHABHANATH SEN STREETSHYAM BAZAARKOLKATA 700004,KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000S055,18,SILCHAR,NAZIRPATTY SILCHARASSAM788001,SILCHAR,CACHAR,ASSAM,INDIAN BANK
IDIB000S056,18,SURASMAL,PATEL STREET SURASAMAL KHERA 387115,SURASMAL,KHEDA,GUJARAT,INDIAN BANK
IDIB000S057,18,SINGANALLUR,P B NO. 18182212TRICHY ROAD  SINGANALLUR  COIMBATORE641005,SINGANALLUR,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000S058,18,ORDNANCE ESTATE  SURIYUR,ORDNANCE ESTATE SURIYURTRICHYTAMIL NADU620016,SURIYUR,TIRUCHIORAPPALLI,TAMIL NADU,INDIAN BANK
IDIB000S059,18,SHEGAON,SHEGAON TAHSIL WARORA SHEGAON CHANDRAPUR 442906,SHEGAON,CHANDRAPUR,MAHARASHTRA,INDIAN BANK
IDIB000S060,18,SHAJAHANPUR,"OPP. JAIPKOTHI, SHAJAHANPUR, UTTAR PRADESHPIN 242001",SHAHJAHANPUR,FATEHPUR,UTTAR PRADESH,INDIAN BANK
IDIB000S062,18,SINGARAPETTAI,KRISHNAGIRI MAIN ROAD SINGARAPETTAI KRISHNAGIRI 635307,SINGARAPETTAI,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000S063,18,SHIVAMPET,SHIVAMPET (VIA) TOOPRAN MEDAK 502334,SHIVAMPET(TEH.NARSAPUR),MEDAK,ANDHRA PRADESH,INDIAN BANK
IDIB000S064,18,SHALANTRI,PURUSHOTAMAPURAM VIA AMADALAVALASA 532190,PURSHOTHAMAPURAM,SRIKAKULAM,ANDHRA PRADESH,INDIAN BANK
IDIB000S065,18,SIRNAPALLI,SIRNAPALLI NIZAMABAD DT 503164,SIRNAPALLI,NIZAMABAD,ANDHRA PRADESH,INDIAN BANK
IDIB000S067,18,SRIMUSHNAM,36-A SOUTH STREET SRIMUSHNAM CUDDALORE 608703,SRIMUSHNAM,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000S068,18,SAKHAVARAM,POKURU SAKHAVARAM 523113,SAKHAVARAM,PRAKASAM,ANDHRA PRADESH,INDIAN BANK
IDIB000S069,18,SALAIGRAMAM,"1/95-96, MAIN ROAD SALAIGRAMAM SIVAGANGAI 630710",SALAIGRAMAM,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000S070,18,SRIKAKULAM,"G.F, REV.  ASSO. GUEST HOUSE  OPP.DR.AMBEDKAR STATUERELLE ST.,PALAKONDA ROAD 532001",SRIKAKULAM,SRIKAKULAM,ANDHRA PRADESH,INDIAN BANK
IDIB000S071,18,SECTOR 40,SCO  72-73SECTOR - 40 - CCHANDIGARH160036,CHANDIGARH,CHANDIGARH,CHANDIGARH,INDIAN BANK
IDIB000S072,18,SARABHANAPALAM,MAIN ROAD K D PETA (SARABHANNAPALEM) 531084,SARABHANNAPALEM,VISHAKAPATNAM,ANDHRA PRADESH,INDIAN BANK
IDIB000S073,18,STRAND ROAD,"9,HARE STREET, INCAB BUILDINGS KOLKATA,. PIN CODE.700 001.",KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000S074,18,SAMATHUR,ARANMANAI STREET SAMATHUR COIMBATORE 642123,SAMATHUR,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000S075,18,SIVANANDA COLONY,58-AFIRST STREETSIVANANDA COLONYCOIMBATORE641012,COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000S077,18,SENGAL,2/59 NORTH STREET SENGAL KULITHALAI TALUK KARUR 639102,SENGAL,KARUR,TAMIL NADU,INDIAN BANK
IDIB000S079,18,SADASHIVNAGAR,NO.9/19LOWER PALACE ORCHARDSANKEY ROAD560003,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000S080,18,SRIPERUMBUDUR,75GANDHI ROADSRIPERUMBUDURKANCHEEPURAM DIST. 602105,SRIPERUMBUDUR,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000S082,18,SALIGRAMAM,"NO.23, ARUNACHALAM RD SALIGRAMAM600093",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000S083,18,SIVADHAPURAM,"SIDDHAR KOIL MAIN ROAD, SIVADHAPURAM SALEM TAMILNADU 636 307",SALEM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000S084,18,SARSONA,SARSONA PO GOUSPUR SARSONA VIA TAJPUR SAMASTIPUR 848130,SARSONA,SAMASTIPUR,BIHAR,INDIAN BANK
IDIB000S085,18,SANKARA MUTT,1 SALAI STREET SANKARA MUTTKANCHEEPURAM631502,KANCHIPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000S086,18,SURANGI,MAIN ROAD SURANGI GANJAM 761037,SURANGI,GANJAM,ODISHA,INDIAN BANK
IDIB000S087,18,SIKANDARPUR KAKODI,SIKANDERPUR KAKODI GHAZIABAD,SIKANDER PUR KAKODI,GHAZIABAD,UTTAR PRADESH,INDIAN BANK
IDIB000S088,18,SHIBPUR,"185/186/4  SHIBPUR ROAD,  IST FLOOR, SUPERMARKET, HOWRAH DIST.  PIN 711102",SHIBPUR,BARDHAMAN,WEST BENGAL,INDIAN BANK
IDIB000S089,18,SENDAMANGALAM,28 EAST BAZZAR STREET 1ST FLOOR SENDAMANGALAM NAMAKKAL 637409,SENDAMANGALAM,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000S090,18,SANKARI,1-14/B 4 BHAVANI MAIN ROAD SANKARI SALEM 637301,SANKARI,SALEM,TAMIL NADU,INDIAN BANK
IDIB000S091,18,SIHULI,KARMI VILLAGE TIWARY BIGHA RAFIGANJ POST AURANGABAD 824125,SIHULI,AURANGABAD,BIHAR,INDIAN BANK
IDIB000S092,18,SHOLINGANALLUR,274OLD MAHABALIPURAM ROAD SHOLINGANALLUR CHENNAI  600119,SHOLINGANALLUR,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000S093,18,SIDDESWARAKONDA,SIDDESWARAKONDA CHITTOOR 517421,SIDDESWARAKONDA,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000S094,18,SIRILO,SIRILO (VIA) RAGHUNATHPUR JAGATSINGHPUR 754132,SIRILO,JAGATSINGHPUR,ODISHA,INDIAN BANK
IDIB000S099,18,SULANKURICHI,MIDDLE STREET SULANKURICHI VILLUPURAM 606206,SULANKURICHI,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000S104,18,SENGALIPURAM,"2/131,KEELA VEETHI SENGALIPURAM THIRUVARUR 612604",SENGALIPURAM,TIRUVARUR,TAMIL NADU,INDIAN BANK
IDIB000S105,18,PRASHANTH NAGAR,NO 11NAGARBHAVI MAIN ROADPRASHANTH NAGAR CIRCLE560079,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000S106,18,SHOLAPURAM,114 MAIN ROAD SHOLAPURAM THIRUVARUR 612503,SHOLAPURAM,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000S107,18,PEELAMEDU,"CIT COLLEGE CAMPUS, AERODROME POST, PEELAMEDU, COIMBATORE, PIN 641014",COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000S108,18,THENPATHI,20 MAIN ROAD THENPATHY SIRKALI 609111,SIRKALI,NAGAPATTINAM,TAMIL NADU,INDIAN BANK
